"Item ID","Name","Upgrades","Item Name Option","Item Name Time","Mesh File Name","Item Description"
"1180720","Talos Helmet","Run speed +1.0%","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180730","Talos Helmet","Run speed +1.0%","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180740","Talos Helmet","Run speed +1.0%","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180750","Talos Helmet","Run speed +1.0%","Unlimited","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180701","Talos Helmet","HP +40","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180711","Talos Helmet","HP +40","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180721","Talos Helmet","HP +40","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180731","Talos Helmet","HP +40","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180741","Talos Helmet","HP +40","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180751","Talos Helmet","HP +40","Unlimited","Elf/HAIR/AVA_11_HAIR_11_01_L0.nif","A true Champion of the MicroVolts. The Defeater of Giants.",""
"1180800","Wedding Updo","Run speed +1.0%","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180810","Wedding Updo","Run speed +1.0%","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180820","Wedding Updo","Run speed +1.0%","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180830","Wedding Updo","Run speed +1.0%","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180840","Wedding Updo","Run speed +1.0%","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180850","Wedding Updo","Run speed +1.0%","Unlimited","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180801","Wedding Updo","HP +40","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180811","Wedding Updo","HP +40","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180821","Wedding Updo","HP +40","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180831","Wedding Updo","HP +40","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180841","Wedding Updo","HP +40","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180851","Wedding Updo","HP +40","Unlimited","Elf/HAIR/AVA_11_HAIR_15_01_L0.nif","A bridal updo that will last until your honeymoon.",""
"1180900","MV-Air Stewardress Hair","Run speed +1.0%","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180910","MV-Air Stewardress Hair","Run speed +1.0%","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180920","MV-Air Stewardress Hair","Run speed +1.0%","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180930","MV-Air Stewardress Hair","Run speed +1.0%","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180940","MV-Air Stewardress Hair","Run speed +1.0%","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180950","MV-Air Stewardress Hair","Run speed +1.0%","Unlimited","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180901","MV-Air Stewardress Hair","HP +40","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180911","MV-Air Stewardress Hair","HP +40","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180921","MV-Air Stewardress Hair","HP +40","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180931","MV-Air Stewardress Hair","HP +40","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180941","MV-Air Stewardress Hair","HP +40","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1180951","MV-Air Stewardress Hair","HP +40","Unlimited","Elf/HAIR/AVA_11_HAIR_12_01_L0.nif","MV-Air will take-off soon, please fasten your seat belts.",""
"1181000","Seductive Kimono Hair","Run speed +1.0%","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181010","Seductive Kimono Hair","Run speed +1.0%","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181020","Seductive Kimono Hair","Run speed +1.0%","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181030","Seductive Kimono Hair","Run speed +1.0%","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181040","Seductive Kimono Hair","Run speed +1.0%","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181050","Seductive Kimono Hair","Run speed +1.0%","Unlimited","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181001","Seductive Kimono Hair","HP +40","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181011","Seductive Kimono Hair","HP +40","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181021","Seductive Kimono Hair","HP +40","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181031","Seductive Kimono Hair","HP +40","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181041","Seductive Kimono Hair","HP +40","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181051","Seductive Kimono Hair","HP +40","Unlimited","Elf/HAIR/AVA_11_HAIR_13_01_L0.nif","Modern traditional seduction.",""
"1181100","Goth Maid Hair","Run speed +1.0%","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181110","Goth Maid Hair","Run speed +1.0%","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181120","Goth Maid Hair","Run speed +1.0%","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181130","Goth Maid Hair","Run speed +1.0%","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181140","Goth Maid Hair","Run speed +1.0%","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181150","Goth Maid Hair","Run speed +1.0%","Unlimited","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181101","Goth Maid Hair","HP +40","Duration: 7 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181111","Goth Maid Hair","HP +40","Duration: 30 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181121","Goth Maid Hair","HP +40","Duration: 90 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181131","Goth Maid Hair","HP +40","Duration: 1 day","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181141","Goth Maid Hair","HP +40","Duration: 365 days","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1181151","Goth Maid Hair","HP +40","Unlimited","Elf/HAIR/AVA_11_HAIR_14_01_L0.nif","Nobody can work in this sexy costume.",""
"1190000","Khan Headset","No option","Duration: 7 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190010","Khan Headset","No option","Duration: 30 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190020","Khan Headset","No option","Duration: 90 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190030","Khan Headset","No option","Duration: 1 day","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190040","Khan Headset","No option","Duration: 365 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190050","Khan Headset","No option","Unlimited","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190001","Khan Headset","No option","Duration: 7 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190011","Khan Headset","No option","Duration: 30 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190021","Khan Headset","No option","Duration: 90 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190031","Khan Headset","No option","Duration: 1 day","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190041","Khan Headset","No option","Duration: 365 days","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190051","Khan Headset","No option","Unlimited","Sharkill/HAIR/AVA_10_HAIR_01_01_L0.nif","Sharkill Khan's default clothing. Manufactured by Adtoy.",""
"1190100","DJ Khan Headset","Run speed +1.0%","Duration: 7 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190110","DJ Khan Headset","Run speed +1.0%","Duration: 30 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190120","DJ Khan Headset","Run speed +1.0%","Duration: 90 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190130","DJ Khan Headset","Run speed +1.0%","Duration: 1 day","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190140","DJ Khan Headset","Run speed +1.0%","Duration: 365 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190150","DJ Khan Headset","Run speed +1.0%","Unlimited","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190101","DJ Khan Headset","HP +40","Duration: 7 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190111","DJ Khan Headset","HP +40","Duration: 30 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190121","DJ Khan Headset","HP +40","Duration: 90 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190131","DJ Khan Headset","HP +40","Duration: 1 day","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190141","DJ Khan Headset","HP +40","Duration: 365 days","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1190151","DJ Khan Headset","HP +40","Unlimited","Sharkill/HAIR/AVA_10_HAIR_02_01_L0.nif","Manufactured by Adtoy. Dress to impress with your Tecktonik Outfit.",""
"1200000","Default Hair","No option","Duration: 7 days","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200010","Default Hair","No option","Duration: 30 days","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200020","Default Hair","No option","Duration: 90 days","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200030","Default Hair","No option","Duration: 1 day","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200040","Default Hair","No option","Duration: 365 days","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200050","Default Hair","No option","Unlimited","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200001","Default Hair","No option","Duration: 7 days","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
"1200011","Default Hair","No option","Duration: 30 days","Sophitia/HAIR/AVA_12_HAIR_01_01_L0.nif","Manufactured by Zooc Company. Default item for character.",""
