"Item ID","Name","Upgrades","Item Name Option","Item Name Time","Mesh File Name","Item Description"
"1120121","Dreadlock Ponytail","No option","Unlimited","Mechanic/HAIR/AVA_02_HAIR_06_01_L0.nif","The choice cut of the ancient warriors!",""
"1120131","Dreadlock Ponytail","No option","Unlimited","Mechanic/HAIR/AVA_02_HAIR_06_01_L0.nif","The choice cut of the ancient warriors!",""
"1120141","Dreadlock Ponytail","No option","Unlimited","Mechanic/HAIR/AVA_02_HAIR_06_01_L0.nif","The choice cut of the ancient warriors!",""
"1120151","Dreadlock Ponytail","No option","Unlimited","Mechanic/HAIR/AVA_02_HAIR_06_01_L0.nif","The choice cut of the ancient warriors!",""
"1120500","Mohawk","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120510","Mohawk","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120520","Mohawk","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120530","Mohawk","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120540","Mohawk","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120550","Mohawk","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120501","Mohawk","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120511","Mohawk","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120521","Mohawk","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120531","Mohawk","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120541","Mohawk","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120551","Mohawk","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_05_01_L0.nif","The most well groomed hair on the battlefield.",""
"1120502","Combat Helmet","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120512","Combat Helmet","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120522","Combat Helmet","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120532","Combat Helmet","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120542","Combat Helmet","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120552","Combat Helmet","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120503","Combat Helmet","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120513","Combat Helmet","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120523","Combat Helmet","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120533","Combat Helmet","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120543","Combat Helmet","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120553","Combat Helmet","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_01_01_L0.nif","Can take a beating or two.",""
"1120700","Skyscraper","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120710","Skyscraper","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120720","Skyscraper","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120730","Skyscraper","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120740","Skyscraper","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120750","Skyscraper","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120701","Skyscraper","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120711","Skyscraper","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120721","Skyscraper","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120731","Skyscraper","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120741","Skyscraper","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120751","Skyscraper","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_07_01_L0.nif","Demand attention with this popular cut!",""
"1120800","Banana Hair","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120810","Banana Hair","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120820","Banana Hair","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120830","Banana Hair","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120840","Banana Hair","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120850","Banana Hair","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120801","Banana Hair","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120811","Banana Hair","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120821","Banana Hair","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120831","Banana Hair","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120841","Banana Hair","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120851","Banana Hair","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_08_01_L0.nif","Walk over this dead body and you may just find yourself face first on the floor.",""
"1120900","Golden Fries","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120910","Golden Fries","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120920","Golden Fries","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120930","Golden Fries","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120940","Golden Fries","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120950","Golden Fries","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120901","Golden Fries","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120911","Golden Fries","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120921","Golden Fries","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120931","Golden Fries","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120941","Golden Fries","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1120951","Golden Fries","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_07_02_L0.nif","Blond and outstanding.  Not to be mistaken for french fries!",""
"1121000","Blue Licorice","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121010","Blue Licorice","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121020","Blue Licorice","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121030","Blue Licorice","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121040","Blue Licorice","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121050","Blue Licorice","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121001","Blue Licorice","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121011","Blue Licorice","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121021","Blue Licorice","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121031","Blue Licorice","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121041","Blue Licorice","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121051","Blue Licorice","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_07_03_L0.nif","Weird, wacky, wild.",""
"1121100","Camo Helmet","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121110","Camo Helmet","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121120","Camo Helmet","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121130","Camo Helmet","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121140","Camo Helmet","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121150","Camo Helmet","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121101","Camo Helmet","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121111","Camo Helmet","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121121","Camo Helmet","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121131","Camo Helmet","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121141","Camo Helmet","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121151","Camo Helmet","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_99_01_L0.nif","Fire in the hole!",""
"1121200","UN Helmet","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121210","UN Helmet","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121220","UN Helmet","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121230","UN Helmet","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121240","UN Helmet","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121250","UN Helmet","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121201","UN Helmet","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121211","UN Helmet","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121221","UN Helmet","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121231","UN Helmet","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121241","UN Helmet","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121251","UN Helmet","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_98_01_L0.nif","Very medieval!",""
"1121300","Black Star Helmet","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121310","Black Star Helmet","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121320","Black Star Helmet","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121330","Black Star Helmet","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121340","Black Star Helmet","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121350","Black Star Helmet","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121301","Black Star Helmet","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121311","Black Star Helmet","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121321","Black Star Helmet","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121331","Black Star Helmet","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121341","Black Star Helmet","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1121351","Black Star Helmet","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_97_01_L0.nif","Stealthy and can take a beating.",""
"1120200","Baseball Helmet","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120210","Baseball Helmet","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120220","Baseball Helmet","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120230","Baseball Helmet","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120240","Baseball Helmet","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120250","Baseball Helmet","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120201","Baseball Helmet","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120211","Baseball Helmet","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120221","Baseball Helmet","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120231","Baseball Helmet","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120241","Baseball Helmet","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120251","Baseball Helmet","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_02_01_L0.nif","Baseball Helmet",""
"1120300","Hat","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120310","Hat","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120320","Hat","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120330","Hat","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120340","Hat","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120350","Hat","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120301","Hat","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120311","Hat","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120321","Hat","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120331","Hat","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120341","Hat","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120351","Hat","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_03_01_L0.nif","Hat",""
"1120400","Helmet 2","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120410","Helmet 2","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120420","Helmet 2","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120430","Helmet 2","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120440","Helmet 2","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120450","Helmet 2","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120401","Helmet 2","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120411","Helmet 2","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120421","Helmet 2","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120431","Helmet 2","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120441","Helmet 2","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1120451","Helmet 2","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_04_01_L0.nif","Helmet 2",""
"1121400","Red Team Cap","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121410","Red Team Cap","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121420","Red Team Cap","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121430","Red Team Cap","Run speed +1.0%","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121440","Red Team Cap","Run speed +1.0%","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121450","Red Team Cap","Run speed +1.0%","Unlimited","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121401","Red Team Cap","HP +40","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121411","Red Team Cap","HP +40","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121421","Red Team Cap","HP +40","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121431","Red Team Cap","HP +40","Duration: 1 day","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121441","Red Team Cap","HP +40","Duration: 365 days","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121451","Red Team Cap","HP +40","Unlimited","Mechanic/HAIR/AVA_02_HAIR_96_01_L0.nif","Support the Reds!",""
"1121402","Summer Flare Cap","Run speed +1.0%","Duration: 7 days","Mechanic/HAIR/AVA_02_HAIR_96_03_L0.nif","A cool cap for not-so-cool days!",""
"1121412","Summer Flare Cap","Run speed +1.0%","Duration: 30 days","Mechanic/HAIR/AVA_02_HAIR_96_03_L0.nif","A cool cap for not-so-cool days!",""
"1121422","Summer Flare Cap","Run speed +1.0%","Duration: 90 days","Mechanic/HAIR/AVA_02_HAIR_96_03_L0.nif","A cool cap for not-so-cool days!",""
